state,date,sex,ethnicity,abs
Perlis,01/01/2017,both,chinese,187
Perlis,01/01/2018,both,chinese,182
Perlis,01/01/2019,both,chinese,185
Perlis,01/01/2020,both,chinese,178
Perlis,01/01/2021,both,chinese,237
Perlis,01/01/2022,both,chinese,234
Perlis,01/01/2023,both,chinese,212
Penang,01/01/2000,both,chinese,3558
Penang,01/01/2001,both,chinese,3623
Penang,01/01/2002,both,chinese,3891
Penang,01/01/2003,both,chinese,3970
Penang,01/01/2004,both,chinese,3996
Penang,01/01/2005,both,chinese,4039
Penang,01/01/2006,both,chinese,3995
Penang,01/01/2007,both,chinese,4253
Penang,01/01/2008,both,chinese,4248
Penang,01/01/2009,both,chinese,4372
Penang,01/01/2010,both,chinese,4564
Penang,01/01/2011,both,chinese,4627
Penang,01/01/2012,both,chinese,4555
Penang,01/01/2013,both,chinese,4799
Penang,01/01/2014,both,chinese,4791
Penang,01/01/2015,both,chinese,5151
Penang,01/01/2016,both,chinese,5341
Penang,01/01/2017,both,chinese,5212
Penang,01/01/2018,both,chinese,5501
Penang,01/01/2019,both,chinese,5325
Penang,01/01/2020,both,chinese,5334
Penang,01/01/2021,both,chinese,6738
Penang,01/01/2022,both,chinese,6313
Penang,01/01/2023,both,chinese,6143
Sabah,01/01/2000,both,chinese,980
Sabah,01/01/2001,both,chinese,1096
Sabah,01/01/2002,both,chinese,1065
Sabah,01/01/2003,both,chinese,1162
Sabah,01/01/2004,both,chinese,1168
Sabah,01/01/2005,both,chinese,1143
Sabah,01/01/2006,both,chinese,1137
Sabah,01/01/2007,both,chinese,1157
Sabah,01/01/2008,both,chinese,1274
Sabah,01/01/2009,both,chinese,1223
Sabah,01/01/2010,both,chinese,1344
Sabah,01/01/2011,both,chinese,1335
Sabah,01/01/2012,both,chinese,1307
Sabah,01/01/2013,both,chinese,1310
Sabah,01/01/2014,both,chinese,1692
Sabah,01/01/2015,both,chinese,1737
Sabah,01/01/2016,both,chinese,1901
Sabah,01/01/2017,both,chinese,1963
Sabah,01/01/2018,both,chinese,2142
Sabah,01/01/2019,both,chinese,2239
Sabah,01/01/2020,both,chinese,2290
Sabah,01/01/2021,both,chinese,2712
Sabah,01/01/2022,both,chinese,2665
Sabah,01/01/2023,both,chinese,2458
Sarawak,01/01/2000,both,chinese,2186
Sarawak,01/01/2001,both,chinese,2212
Sarawak,01/01/2002,both,chinese,2255
Sarawak,01/01/2003,both,chinese,2334
Sarawak,01/01/2004,both,chinese,2431
Sarawak,01/01/2005,both,chinese,2447
Sarawak,01/01/2006,both,chinese,2454
Sarawak,01/01/2007,both,chinese,2603
Sarawak,01/01/2008,both,chinese,2633
Sarawak,01/01/2009,both,chinese,2798
Sarawak,01/01/2010,both,chinese,2795
Sarawak,01/01/2011,both,chinese,2777
Sarawak,01/01/2012,both,chinese,2896
Sarawak,01/01/2013,both,chinese,2911
Sarawak,01/01/2014,both,chinese,3160
Sarawak,01/01/2015,both,chinese,3155
Sarawak,01/01/2016,both,chinese,3221
Sarawak,01/01/2017,both,chinese,3420
Sarawak,01/01/2018,both,chinese,3573
Sarawak,01/01/2019,both,chinese,3609
Sarawak,01/01/2020,both,chinese,3725
Sarawak,01/01/2021,both,chinese,4480
Sarawak,01/01/2022,both,chinese,4301
Sarawak,01/01/2023,both,chinese,4199
Selangor,01/01/2000,both,chinese,4069
Selangor,01/01/2001,both,chinese,4260
Selangor,01/01/2002,both,chinese,4348
Selangor,01/01/2003,both,chinese,4418
Selangor,01/01/2004,both,chinese,4677
Selangor,01/01/2005,both,chinese,4790
Selangor,01/01/2006,both,chinese,5040
Selangor,01/01/2007,both,chinese,5000
Selangor,01/01/2008,both,chinese,5343
Selangor,01/01/2009,both,chinese,5515
Selangor,01/01/2010,both,chinese,5809
Selangor,01/01/2011,both,chinese,5975
Selangor,01/01/2012,both,chinese,6684
Selangor,01/01/2013,both,chinese,6741
Selangor,01/01/2014,both,chinese,7148
Selangor,01/01/2015,both,chinese,7504
Selangor,01/01/2016,both,chinese,7969
Selangor,01/01/2017,both,chinese,8457
Selangor,01/01/2018,both,chinese,8458
Selangor,01/01/2019,both,chinese,8655
Selangor,01/01/2020,both,chinese,8231
Selangor,01/01/2021,both,chinese,11845
Selangor,01/01/2022,both,chinese,10318
Selangor,01/01/2023,both,chinese,10281
Terengganu,01/01/2000,both,chinese,177
Terengganu,01/01/2001,both,chinese,160
Terengganu,01/01/2002,both,chinese,153
Terengganu,01/01/2003,both,chinese,173
Terengganu,01/01/2004,both,chinese,174
Terengganu,01/01/2005,both,chinese,181
Terengganu,01/01/2006,both,chinese,181
Terengganu,01/01/2007,both,chinese,153
Terengganu,01/01/2008,both,chinese,196
Terengganu,01/01/2009,both,chinese,171
Terengganu,01/01/2010,both,chinese,193
Terengganu,01/01/2011,both,chinese,200
Terengganu,01/01/2012,both,chinese,197
Terengganu,01/01/2013,both,chinese,183
Terengganu,01/01/2014,both,chinese,190
Terengganu,01/01/2015,both,chinese,192
Terengganu,01/01/2016,both,chinese,195
Terengganu,01/01/2017,both,chinese,205
Terengganu,01/01/2018,both,chinese,180
Terengganu,01/01/2019,both,chinese,237
Terengganu,01/01/2020,both,chinese,191
Terengganu,01/01/2021,both,chinese,228
Terengganu,01/01/2022,both,chinese,241
Terengganu,01/01/2023,both,chinese,232
Kuala Lumpur,01/01/2000,both,chinese,2772
Kuala Lumpur,01/01/2001,both,chinese,2952
Kuala Lumpur,01/01/2002,both,chinese,2988
Kuala Lumpur,01/01/2003,both,chinese,3126
Kuala Lumpur,01/01/2004,both,chinese,2937
Kuala Lumpur,01/01/2005,both,chinese,2932
Kuala Lumpur,01/01/2006,both,chinese,2882
Kuala Lumpur,01/01/2007,both,chinese,3003
Kuala Lumpur,01/01/2008,both,chinese,3077
Kuala Lumpur,01/01/2009,both,chinese,3237
Kuala Lumpur,01/01/2010,both,chinese,3222
Kuala Lumpur,01/01/2011,both,chinese,3451
Kuala Lumpur,01/01/2012,both,chinese,3282
Kuala Lumpur,01/01/2013,both,chinese,3412
Kuala Lumpur,01/01/2014,both,chinese,3688
Kuala Lumpur,01/01/2015,both,chinese,3704
Kuala Lumpur,01/01/2016,both,chinese,3855
Kuala Lumpur,01/01/2017,both,chinese,3922
Kuala Lumpur,01/01/2018,both,chinese,4009
Kuala Lumpur,01/01/2019,both,chinese,4209
Kuala Lumpur,01/01/2020,both,chinese,4055
Kuala Lumpur,01/01/2021,both,chinese,5792
Kuala Lumpur,01/01/2022,both,chinese,4759
Kuala Lumpur,01/01/2023,both,chinese,4483
Labuan,01/01/2000,both,chinese,44
Labuan,01/01/2001,both,chinese,32
Labuan,01/01/2002,both,chinese,52
Labuan,01/01/2003,both,chinese,57
Labuan,01/01/2004,both,chinese,48
Labuan,01/01/2005,both,chinese,41
Labuan,01/01/2006,both,chinese,44
Labuan,01/01/2007,both,chinese,44
Labuan,01/01/2008,both,chinese,36
Labuan,01/01/2009,both,chinese,52
Labuan,01/01/2010,both,chinese,45
Labuan,01/01/2011,both,chinese,45
Labuan,01/01/2012,both,chinese,60
Labuan,01/01/2013,both,chinese,48
Labuan,01/01/2014,both,chinese,62
Labuan,01/01/2015,both,chinese,45
Labuan,01/01/2016,both,chinese,50
Labuan,01/01/2017,both,chinese,59
Labuan,01/01/2018,both,chinese,66
Labuan,01/01/2019,both,chinese,63
Labuan,01/01/2020,both,chinese,72
Labuan,01/01/2021,both,chinese,93
Labuan,01/01/2022,both,chinese,79
Labuan,01/01/2023,both,chinese,75
Putrajaya,01/01/2010,both,chinese,2
Putrajaya,01/01/2011,both,chinese,3
Putrajaya,01/01/2012,both,chinese,1
Putrajaya,01/01/2013,both,chinese,6
Putrajaya,01/01/2014,both,chinese,6
Putrajaya,01/01/2015,both,chinese,4
Putrajaya,01/01/2016,both,chinese,3
Putrajaya,01/01/2017,both,chinese,2
Putrajaya,01/01/2018,both,chinese,2
Putrajaya,01/01/2019,both,chinese,2
Putrajaya,01/01/2020,both,chinese,4
Putrajaya,01/01/2021,both,chinese,4
Putrajaya,01/01/2022,both,chinese,4
Putrajaya,01/01/2023,both,chinese,7
Johor,01/01/2000,female,chinese,1764
Johor,01/01/2000,male,chinese,2361
Johor,01/01/2001,female,chinese,1785
Johor,01/01/2001,male,chinese,2331
Johor,01/01/2002,female,chinese,1910
Johor,01/01/2002,male,chinese,2549
Johor,01/01/2003,female,chinese,1940
Johor,01/01/2003,male,chinese,2574
Johor,01/01/2004,female,chinese,1982
Johor,01/01/2004,male,chinese,2613
Johor,01/01/2005,female,chinese,2009
Johor,01/01/2005,male,chinese,2622
Johor,01/01/2006,female,chinese,1945
Johor,01/01/2006,male,chinese,2753
Johor,01/01/2007,female,chinese,2036
Johor,01/01/2007,male,chinese,2856
Johor,01/01/2008,female,chinese,2119
Johor,01/01/2008,male,chinese,3085
Johor,01/01/2009,female,chinese,2151
Johor,01/01/2009,male,chinese,3039
Johor,01/01/2010,female,chinese,2139
Johor,01/01/2010,male,chinese,3030
Johor,01/01/2011,female,chinese,2275
Johor,01/01/2011,male,chinese,3132
Johor,01/01/2012,female,chinese,2341
Johor,01/01/2012,male,chinese,3258
Johor,01/01/2013,female,chinese,2326
Johor,01/01/2013,male,chinese,3453
Johor,01/01/2014,female,chinese,2448
Johor,01/01/2014,male,chinese,3497
Johor,01/01/2015,female,chinese,2509
Johor,01/01/2015,male,chinese,3669
Johor,01/01/2016,female,chinese,2599
Johor,01/01/2016,male,chinese,3805
Johor,01/01/2017,female,chinese,2717
Johor,01/01/2017,male,chinese,3924
Johor,01/01/2018,female,chinese,2750
Johor,01/01/2018,male,chinese,4023
Johor,01/01/2019,female,chinese,2817
Johor,01/01/2019,male,chinese,4150
Johor,01/01/2020,female,chinese,2744
Johor,01/01/2020,male,chinese,4058
Johor,01/01/2021,female,chinese,3215
Johor,01/01/2021,male,chinese,4880
Johor,01/01/2022,female,chinese,3290
Johor,01/01/2022,male,chinese,4800
Johor,01/01/2023,female,chinese,3424
Johor,01/01/2023,male,chinese,4758
Kedah,01/01/2000,female,chinese,557
Kedah,01/01/2000,male,chinese,845
Kedah,01/01/2001,female,chinese,572
Kedah,01/01/2001,male,chinese,844
Kedah,01/01/2002,female,chinese,647
Kedah,01/01/2002,male,chinese,891
Kedah,01/01/2003,female,chinese,625
Kedah,01/01/2003,male,chinese,915
Kedah,01/01/2004,female,chinese,626
Kedah,01/01/2004,male,chinese,922
Kedah,01/01/2005,female,chinese,653
Kedah,01/01/2005,male,chinese,919
Kedah,01/01/2006,female,chinese,617
Kedah,01/01/2006,male,chinese,953
Kedah,01/01/2007,female,chinese,617
Kedah,01/01/2007,male,chinese,900
Kedah,01/01/2008,female,chinese,645
Kedah,01/01/2008,male,chinese,1007
Kedah,01/01/2009,female,chinese,660
Kedah,01/01/2009,male,chinese,1001
Kedah,01/01/2010,female,chinese,675
Kedah,01/01/2010,male,chinese,1009
Kedah,01/01/2011,female,chinese,678
Kedah,01/01/2011,male,chinese,1003
Kedah,01/01/2012,female,chinese,659
Kedah,01/01/2012,male,chinese,969
Kedah,01/01/2013,female,chinese,717
Kedah,01/01/2013,male,chinese,1040
Kedah,01/01/2014,female,chinese,757
Kedah,01/01/2014,male,chinese,1059
Kedah,01/01/2015,female,chinese,794
Kedah,01/01/2015,male,chinese,1113
Kedah,01/01/2016,female,chinese,767
Kedah,01/01/2016,male,chinese,1093
Kedah,01/01/2017,female,chinese,755
Kedah,01/01/2017,male,chinese,1114
Kedah,01/01/2018,female,chinese,772
Kedah,01/01/2018,male,chinese,1172
Kedah,01/01/2019,female,chinese,805
Kedah,01/01/2019,male,chinese,1130
Kedah,01/01/2020,female,chinese,785
Kedah,01/01/2020,male,chinese,1099
Kedah,01/01/2021,female,chinese,920
Kedah,01/01/2021,male,chinese,1340
Kedah,01/01/2022,female,chinese,974
Kedah,01/01/2022,male,chinese,1335
Kedah,01/01/2023,female,chinese,954
Kedah,01/01/2023,male,chinese,1306
Kelantan,01/01/2000,female,chinese,127
Kelantan,01/01/2000,male,chinese,201
Kelantan,01/01/2001,female,chinese,130
Kelantan,01/01/2001,male,chinese,213
Kelantan,01/01/2002,female,chinese,138
Kelantan,01/01/2002,male,chinese,224
Kelantan,01/01/2003,female,chinese,121
Kelantan,01/01/2003,male,chinese,216
Kelantan,01/01/2004,female,chinese,140
Kelantan,01/01/2004,male,chinese,217
Kelantan,01/01/2005,female,chinese,148
Kelantan,01/01/2005,male,chinese,188
Kelantan,01/01/2006,female,chinese,145
Kelantan,01/01/2006,male,chinese,190
Kelantan,01/01/2007,female,chinese,143
Kelantan,01/01/2007,male,chinese,208
Kelantan,01/01/2008,female,chinese,138
Kelantan,01/01/2008,male,chinese,199
Kelantan,01/01/2009,female,chinese,169
Kelantan,01/01/2009,male,chinese,228
Kelantan,01/01/2010,female,chinese,137
Kelantan,01/01/2010,male,chinese,222
Kelantan,01/01/2011,female,chinese,137
Kelantan,01/01/2011,male,chinese,230
Kelantan,01/01/2012,female,chinese,160
Kelantan,01/01/2012,male,chinese,238
Kelantan,01/01/2013,female,chinese,149
Kelantan,01/01/2013,male,chinese,226
Kelantan,01/01/2014,female,chinese,184
Kelantan,01/01/2014,male,chinese,218
Kelantan,01/01/2015,female,chinese,143
Kelantan,01/01/2015,male,chinese,239
Kelantan,01/01/2016,female,chinese,164
Kelantan,01/01/2016,male,chinese,253
Kelantan,01/01/2017,female,chinese,180
Kelantan,01/01/2017,male,chinese,232
Kelantan,01/01/2018,female,chinese,156
Kelantan,01/01/2018,male,chinese,257
Kelantan,01/01/2019,female,chinese,165
Kelantan,01/01/2019,male,chinese,241
Kelantan,01/01/2020,female,chinese,146
Kelantan,01/01/2020,male,chinese,281
Kelantan,01/01/2021,female,chinese,186
Kelantan,01/01/2021,male,chinese,305
Kelantan,01/01/2022,female,chinese,183
Kelantan,01/01/2022,male,chinese,295
Kelantan,01/01/2023,female,chinese,181
Kelantan,01/01/2023,male,chinese,277
Melaka,01/01/2000,female,chinese,513
Melaka,01/01/2000,male,chinese,621
Melaka,01/01/2001,female,chinese,491
Melaka,01/01/2001,male,chinese,679
Melaka,01/01/2002,female,chinese,544
Melaka,01/01/2002,male,chinese,620
Melaka,01/01/2003,female,chinese,519
Melaka,01/01/2003,male,chinese,676
Melaka,01/01/2004,female,chinese,558
Melaka,01/01/2004,male,chinese,694
Melaka,01/01/2005,female,chinese,564
Melaka,01/01/2005,male,chinese,693
Melaka,01/01/2006,female,chinese,561
Melaka,01/01/2006,male,chinese,716
Melaka,01/01/2007,female,chinese,516
Melaka,01/01/2007,male,chinese,759
Melaka,01/01/2008,female,chinese,532
Melaka,01/01/2008,male,chinese,727
Melaka,01/01/2009,female,chinese,556
Melaka,01/01/2009,male,chinese,780
Melaka,01/01/2010,female,chinese,610
Melaka,01/01/2010,male,chinese,760
Melaka,01/01/2011,female,chinese,603
Melaka,01/01/2011,male,chinese,816
Melaka,01/01/2012,female,chinese,547
Melaka,01/01/2012,male,chinese,764
Melaka,01/01/2013,female,chinese,563
Melaka,01/01/2013,male,chinese,817
Melaka,01/01/2014,female,chinese,600
Melaka,01/01/2014,male,chinese,793
Melaka,01/01/2015,female,chinese,623
Melaka,01/01/2015,male,chinese,861
Melaka,01/01/2016,female,chinese,672
Melaka,01/01/2016,male,chinese,868
Melaka,01/01/2017,female,chinese,680
Melaka,01/01/2017,male,chinese,957
Melaka,01/01/2018,female,chinese,664
Melaka,01/01/2018,male,chinese,886
Melaka,01/01/2019,female,chinese,694
Melaka,01/01/2019,male,chinese,944
Melaka,01/01/2020,female,chinese,700
Melaka,01/01/2020,male,chinese,968
Melaka,01/01/2021,female,chinese,850
Melaka,01/01/2021,male,chinese,1112
Melaka,01/01/2022,female,chinese,841
Melaka,01/01/2022,male,chinese,1072
Melaka,01/01/2023,female,chinese,788
Melaka,01/01/2023,male,chinese,1021
Negeri Sembilan,01/01/2000,female,chinese,598
Negeri Sembilan,01/01/2000,male,chinese,749
Negeri Sembilan,01/01/2001,female,chinese,596
Negeri Sembilan,01/01/2001,male,chinese,752
Negeri Sembilan,01/01/2002,female,chinese,640
Negeri Sembilan,01/01/2002,male,chinese,834
Negeri Sembilan,01/01/2003,female,chinese,609
Negeri Sembilan,01/01/2003,male,chinese,774
Negeri Sembilan,01/01/2004,female,chinese,624
Negeri Sembilan,01/01/2004,male,chinese,782
Negeri Sembilan,01/01/2005,female,chinese,606
Negeri Sembilan,01/01/2005,male,chinese,833
Negeri Sembilan,01/01/2006,female,chinese,616
Negeri Sembilan,01/01/2006,male,chinese,809
Negeri Sembilan,01/01/2007,female,chinese,604
Negeri Sembilan,01/01/2007,male,chinese,839
Negeri Sembilan,01/01/2008,female,chinese,666
Negeri Sembilan,01/01/2008,male,chinese,825
Negeri Sembilan,01/01/2009,female,chinese,686
Negeri Sembilan,01/01/2009,male,chinese,880
Negeri Sembilan,01/01/2010,female,chinese,654
Negeri Sembilan,01/01/2010,male,chinese,888
Negeri Sembilan,01/01/2011,female,chinese,663
Negeri Sembilan,01/01/2011,male,chinese,881
Negeri Sembilan,01/01/2012,female,chinese,670
Negeri Sembilan,01/01/2012,male,chinese,887
Negeri Sembilan,01/01/2013,female,chinese,668
Negeri Sembilan,01/01/2013,male,chinese,919
Negeri Sembilan,01/01/2014,female,chinese,706
Negeri Sembilan,01/01/2014,male,chinese,990
Negeri Sembilan,01/01/2015,female,chinese,741
Negeri Sembilan,01/01/2015,male,chinese,986
Negeri Sembilan,01/01/2016,female,chinese,714
Negeri Sembilan,01/01/2016,male,chinese,1041
Negeri Sembilan,01/01/2017,female,chinese,748
Negeri Sembilan,01/01/2017,male,chinese,1051
Negeri Sembilan,01/01/2018,female,chinese,768
Negeri Sembilan,01/01/2018,male,chinese,1060
Negeri Sembilan,01/01/2019,female,chinese,807
Negeri Sembilan,01/01/2019,male,chinese,1064
Negeri Sembilan,01/01/2020,female,chinese,785
Negeri Sembilan,01/01/2020,male,chinese,1056
Negeri Sembilan,01/01/2021,female,chinese,897
Negeri Sembilan,01/01/2021,male,chinese,1292
Negeri Sembilan,01/01/2022,female,chinese,901
Negeri Sembilan,01/01/2022,male,chinese,1282
Negeri Sembilan,01/01/2023,female,chinese,850
Negeri Sembilan,01/01/2023,male,chinese,1249
Pahang,01/01/2000,female,chinese,506
Pahang,01/01/2000,male,chinese,648
Pahang,01/01/2001,female,chinese,512
Pahang,01/01/2001,male,chinese,685
Pahang,01/01/2002,female,chinese,524
Pahang,01/01/2002,male,chinese,721
Pahang,01/01/2003,female,chinese,556
Pahang,01/01/2003,male,chinese,761
Pahang,01/01/2004,female,chinese,459
Pahang,01/01/2004,male,chinese,707
Pahang,01/01/2005,female,chinese,546
Pahang,01/01/2005,male,chinese,733
Pahang,01/01/2006,female,chinese,521
Pahang,01/01/2006,male,chinese,738
Pahang,01/01/2007,female,chinese,521
Pahang,01/01/2007,male,chinese,682
Pahang,01/01/2008,female,chinese,530
Pahang,01/01/2008,male,chinese,772
Pahang,01/01/2009,female,chinese,526
Pahang,01/01/2009,male,chinese,789
Pahang,01/01/2010,female,chinese,512
Pahang,01/01/2010,male,chinese,792
Pahang,01/01/2011,female,chinese,517
Pahang,01/01/2011,male,chinese,834
Pahang,01/01/2012,female,chinese,544
Pahang,01/01/2012,male,chinese,812
Pahang,01/01/2013,female,chinese,565
Pahang,01/01/2013,male,chinese,926
Pahang,01/01/2014,female,chinese,557
Pahang,01/01/2014,male,chinese,867
Pahang,01/01/2015,female,chinese,564
Pahang,01/01/2015,male,chinese,866
Pahang,01/01/2016,female,chinese,589
Pahang,01/01/2016,male,chinese,956
Pahang,01/01/2017,female,chinese,608
Pahang,01/01/2017,male,chinese,1030
Pahang,01/01/2018,female,chinese,617
Pahang,01/01/2018,male,chinese,973
Pahang,01/01/2019,female,chinese,606
Pahang,01/01/2019,male,chinese,1022
Pahang,01/01/2020,female,chinese,616
Pahang,01/01/2020,male,chinese,1022
Pahang,01/01/2021,female,chinese,735
Pahang,01/01/2021,male,chinese,1124
Pahang,01/01/2022,female,chinese,772
Pahang,01/01/2022,male,chinese,1167
Pahang,01/01/2023,female,chinese,752
Pahang,01/01/2023,male,chinese,1136
Perak,01/01/2000,female,chinese,2094
Perak,01/01/2000,male,chinese,2748
Perak,01/01/2001,female,chinese,2199
Perak,01/01/2001,male,chinese,2659
Perak,01/01/2002,female,chinese,2158
Perak,01/01/2002,male,chinese,2873
Perak,01/01/2003,female,chinese,2221
Perak,01/01/2003,male,chinese,2798
Perak,01/01/2004,female,chinese,2276
Perak,01/01/2004,male,chinese,2839
Perak,01/01/2005,female,chinese,2259
Perak,01/01/2005,male,chinese,2801
Perak,01/01/2006,female,chinese,2195
Perak,01/01/2006,male,chinese,2744
Perak,01/01/2007,female,chinese,2268
Perak,01/01/2007,male,chinese,2940
Perak,01/01/2008,female,chinese,2240
Perak,01/01/2008,male,chinese,3022
Perak,01/01/2009,female,chinese,2266
Perak,01/01/2009,male,chinese,3080
Perak,01/01/2010,female,chinese,2268
Perak,01/01/2010,male,chinese,2969
Perak,01/01/2011,female,chinese,2417
Perak,01/01/2011,male,chinese,3102
Perak,01/01/2012,female,chinese,2424
Perak,01/01/2012,male,chinese,3210
Perak,01/01/2013,female,chinese,2267
Perak,01/01/2013,male,chinese,3192
Perak,01/01/2014,female,chinese,2556
Perak,01/01/2014,male,chinese,3243
Perak,01/01/2015,female,chinese,2553
Perak,01/01/2015,male,chinese,3342
Perak,01/01/2016,female,chinese,2658
Perak,01/01/2016,male,chinese,3458
Perak,01/01/2017,female,chinese,2616
Perak,01/01/2017,male,chinese,3689
Perak,01/01/2018,female,chinese,2731
Perak,01/01/2018,male,chinese,3753
Perak,01/01/2019,female,chinese,2739
Perak,01/01/2019,male,chinese,3760
Perak,01/01/2020,female,chinese,2649
Perak,01/01/2020,male,chinese,3637
Perak,01/01/2021,female,chinese,3044
Perak,01/01/2021,male,chinese,4075
Perak,01/01/2022,female,chinese,3197
Perak,01/01/2022,male,chinese,4310
Perak,01/01/2023,female,chinese,2976
Perak,01/01/2023,male,chinese,4072
Perlis,01/01/2000,female,chinese,60
Perlis,01/01/2000,male,chinese,103
Perlis,01/01/2001,female,chinese,79
Perlis,01/01/2001,male,chinese,115
Perlis,01/01/2002,female,chinese,66
Perlis,01/01/2002,male,chinese,93
Perlis,01/01/2003,female,chinese,68
Perlis,01/01/2003,male,chinese,92
Perlis,01/01/2004,female,chinese,73
Perlis,01/01/2004,male,chinese,93
Perlis,01/01/2005,female,chinese,63
Perlis,01/01/2005,male,chinese,113
Perlis,01/01/2006,female,chinese,55
Perlis,01/01/2006,male,chinese,94
Perlis,01/01/2007,female,chinese,75
Perlis,01/01/2007,male,chinese,88
Perlis,01/01/2008,female,chinese,76
Perlis,01/01/2008,male,chinese,94
Perlis,01/01/2009,female,chinese,56
Perlis,01/01/2009,male,chinese,112
Perlis,01/01/2010,female,chinese,78
Perlis,01/01/2010,male,chinese,96
Perlis,01/01/2011,female,chinese,54
Perlis,01/01/2011,male,chinese,94
Perlis,01/01/2012,female,chinese,67
Perlis,01/01/2012,male,chinese,97
Perlis,01/01/2013,female,chinese,74
Perlis,01/01/2013,male,chinese,106
Perlis,01/01/2014,female,chinese,62
Perlis,01/01/2014,male,chinese,84
Perlis,01/01/2015,female,chinese,65
Perlis,01/01/2015,male,chinese,88
Perlis,01/01/2016,female,chinese,69
Perlis,01/01/2016,male,chinese,105
Perlis,01/01/2017,female,chinese,79
Perlis,01/01/2017,male,chinese,108
Perlis,01/01/2018,female,chinese,78
Perlis,01/01/2018,male,chinese,104
Perlis,01/01/2019,female,chinese,67
Perlis,01/01/2019,male,chinese,118
Perlis,01/01/2020,female,chinese,64
Perlis,01/01/2020,male,chinese,114
Perlis,01/01/2021,female,chinese,94
Perlis,01/01/2021,male,chinese,143
Perlis,01/01/2022,female,chinese,92
Perlis,01/01/2022,male,chinese,142
Perlis,01/01/2023,female,chinese,89
Perlis,01/01/2023,male,chinese,123
Penang,01/01/2000,female,chinese,1599
Penang,01/01/2000,male,chinese,1959
Penang,01/01/2001,female,chinese,1650
Penang,01/01/2001,male,chinese,1973
Penang,01/01/2002,female,chinese,1751
Penang,01/01/2002,male,chinese,2140
Penang,01/01/2003,female,chinese,1786
Penang,01/01/2003,male,chinese,2184
Penang,01/01/2004,female,chinese,1771
Penang,01/01/2004,male,chinese,2225
Penang,01/01/2005,female,chinese,1778
Penang,01/01/2005,male,chinese,2261
Penang,01/01/2006,female,chinese,1794
Penang,01/01/2006,male,chinese,2201
Penang,01/01/2007,female,chinese,1842
Penang,01/01/2007,male,chinese,2411
Penang,01/01/2008,female,chinese,1892
Penang,01/01/2008,male,chinese,2356
Penang,01/01/2009,female,chinese,1936
Penang,01/01/2009,male,chinese,2436
Penang,01/01/2010,female,chinese,2017
Penang,01/01/2010,male,chinese,2547
Penang,01/01/2011,female,chinese,2025
Penang,01/01/2011,male,chinese,2602
Penang,01/01/2012,female,chinese,2058
Penang,01/01/2012,male,chinese,2497
Penang,01/01/2013,female,chinese,2114
Penang,01/01/2013,male,chinese,2685
Penang,01/01/2014,female,chinese,2111
Penang,01/01/2014,male,chinese,2680
Penang,01/01/2015,female,chinese,2193
Penang,01/01/2015,male,chinese,2958
Penang,01/01/2016,female,chinese,2303
Penang,01/01/2016,male,chinese,3038
Penang,01/01/2017,female,chinese,2256
Penang,01/01/2017,male,chinese,2956
Penang,01/01/2018,female,chinese,2402
Penang,01/01/2018,male,chinese,3099
Penang,01/01/2019,female,chinese,2341
Penang,01/01/2019,male,chinese,2984
Penang,01/01/2020,female,chinese,2307
Penang,01/01/2020,male,chinese,3027
Penang,01/01/2021,female,chinese,3021
Penang,01/01/2021,male,chinese,3717
Penang,01/01/2022,female,chinese,2709
Penang,01/01/2022,male,chinese,3604
Penang,01/01/2023,female,chinese,2769
Penang,01/01/2023,male,chinese,3374
Sabah,01/01/2000,female,chinese,379
Sabah,01/01/2000,male,chinese,601
Sabah,01/01/2001,female,chinese,424
Sabah,01/01/2001,male,chinese,672
Sabah,01/01/2002,female,chinese,423
Sabah,01/01/2002,male,chinese,642
Sabah,01/01/2003,female,chinese,486
Sabah,01/01/2003,male,chinese,676
Sabah,01/01/2004,female,chinese,472
Sabah,01/01/2004,male,chinese,696
Sabah,01/01/2005,female,chinese,485
Sabah,01/01/2005,male,chinese,658
Sabah,01/01/2006,female,chinese,434
Sabah,01/01/2006,male,chinese,703
Sabah,01/01/2007,female,chinese,464
Sabah,01/01/2007,male,chinese,693
Sabah,01/01/2008,female,chinese,511
Sabah,01/01/2008,male,chinese,763
Sabah,01/01/2009,female,chinese,512
Sabah,01/01/2009,male,chinese,711
Sabah,01/01/2010,female,chinese,542
Sabah,01/01/2010,male,chinese,802
Sabah,01/01/2011,female,chinese,527
Sabah,01/01/2011,male,chinese,808
Sabah,01/01/2012,female,chinese,540
Sabah,01/01/2012,male,chinese,767
Sabah,01/01/2013,female,chinese,522
Sabah,01/01/2013,male,chinese,788
Sabah,01/01/2014,female,chinese,655
Sabah,01/01/2014,male,chinese,1037
Sabah,01/01/2015,female,chinese,673
Sabah,01/01/2015,male,chinese,1064
Sabah,01/01/2016,female,chinese,786
Sabah,01/01/2016,male,chinese,1115
Sabah,01/01/2017,female,chinese,815
Sabah,01/01/2017,male,chinese,1148
Sabah,01/01/2018,female,chinese,908
Sabah,01/01/2018,male,chinese,1234
Sabah,01/01/2019,female,chinese,904
Sabah,01/01/2019,male,chinese,1335
Sabah,01/01/2020,female,chinese,892
Sabah,01/01/2020,male,chinese,1398
Sabah,01/01/2021,female,chinese,1055
Sabah,01/01/2021,male,chinese,1657
Sabah,01/01/2022,female,chinese,1093
Sabah,01/01/2022,male,chinese,1572
Sabah,01/01/2023,female,chinese,998
